VariableCode,RegionCode,YearCode,AggValue
rgdpe,BGR,2017,146484.23437500000000000
pop,BGR,2017,7.10244400000000000
rgdpe,BHR,1970,3449.69628906250000000
pop,BHR,1970,0.21260500000000000
rgdpe,BHR,1980,8717.51660156250000000
pop,BHR,1980,0.35988800000000000
rgdpe,BHR,1990,8248.12011718750000000
pop,BHR,1990,0.49593100000000000
rgdpe,BHR,2000,17491.07226562500000000
pop,BHR,2000,0.66461100000000000
rgdpe,BHR,2010,60687.08593750000000000
pop,BHR,2010,1.24086000000000000
rgdpe,BHR,2017,71572.74218750000000000
pop,BHR,2017,1.49407600000000000
rgdpe,BHS,1970,3239.37158203125000000
pop,BHS,1970,0.16937700000000000
rgdpe,BHS,1980,5420.13085937500000000
pop,BHS,1980,0.21059100000000000
rgdpe,BHS,1990,7824.52148437500000000
pop,BHS,1990,0.25622300000000000
rgdpe,BHS,2000,11541.77343750000000000
pop,BHS,2000,0.29805100000000000
rgdpe,BHS,2010,12138.60253906250000000
pop,BHS,2010,0.35494200000000000
rgdpe,BHS,2017,13611.92675781250000000
pop,BHS,2017,0.38175500000000000
rgdpe,BIH,1990,6946.33007812500000000
pop,BIH,1990,4.46342300000000000
rgdpe,BIH,2000,21482.59570312500000000
pop,BIH,2000,3.75117600000000000
rgdpe,BIH,2010,37415.48437500000000000
pop,BIH,2010,3.70547200000000000
rgdpe,BIH,2017,43395.17187500000000000
pop,BIH,2017,3.35152500000000000
rgdpe,BLR,1990,151189.70312500000000000
pop,BLR,1990,10.15113400000000000
rgdpe,BLR,2000,89177.16406250000000000
pop,BLR,2000,9.87163200000000000
rgdpe,BLR,2010,166292.95312500000000000
pop,BLR,2010,9.42057400000000000
rgdpe,BLR,2017,187155.28125000000000000
pop,BLR,2017,9.45023100000000000
rgdpe,BLZ,1970,560.50531005859400000
pop,BLZ,1970,0.12218200000000000
rgdpe,BLZ,1980,843.82550048828100000
pop,BLZ,1980,0.14415500000000000
rgdpe,BLZ,1990,1360.08422851563000000
pop,BLZ,1990,0.18755200000000000
rgdpe,BLZ,2000,1745.81164550781000000
pop,BLZ,2000,0.24731500000000000
rgdpe,BLZ,2010,2494.94018554688000000
pop,BLZ,2010,0.32246400000000000
rgdpe,BLZ,2017,2662.61840820313000000
pop,BLZ,2017,0.37576900000000000
rgdpe,BMU,1970,1146.60180664063000000
pop,BMU,1970,0.05256500000000000
rgdpe,BMU,1980,1586.23693847656000000
pop,BMU,1980,0.05757300000000000
rgdpe,BMU,1990,1956.00305175781000000
pop,BMU,1990,0.06163400000000000
rgdpe,BMU,2000,2739.67822265625000000
pop,BMU,2000,0.06501200000000000
rgdpe,BMU,2010,5056.11718750000000000
pop,BMU,2010,0.06538900000000000
rgdpe,BMU,2017,5002.12158203125000000
pop,BMU,2017,0.06304900000000000
rgdpe,BOL,1950,5125.62353515625000000
pop,BOL,1950,2.85371787129378000
rgdpe,BOL,1960,5475.04736328125000000
pop,BOL,1960,3.54294159960547000
rgdpe,BOL,1970,8294.55664062500000000
pop,BOL,1970,4.48400400000000000
rgdpe,BOL,1980,12775.30273437500000000
pop,BOL,1980,5.57993500000000000
rgdpe,BOL,1990,16286.14355468750000000
pop,BOL,1990,6.86484200000000000
rgdpe,BOL,2000,27821.22851562500000000
pop,BOL,2000,8.41826400000000000
rgdpe,BOL,2010,54538.91796875000000000
pop,BOL,2010,10.04859000000000000
rgdpe,BOL,2017,92562.42187500000000000
pop,BOL,2017,11.19285500000000000
rgdpe,BRA,1950,91871.94531250000000000
pop,BRA,1950,53.12413239646340000
rgdpe,BRA,1960,173118.43750000000000000
pop,BRA,1960,71.26694424726020000
rgdpe,BRA,1970,363045.15625000000000000
pop,BRA,1970,95.11326500000000000
rgdpe,BRA,1980,720699.43750000000000000
pop,BRA,1980,120.69400900000000000
rgdpe,BRA,1990,947247.75000000000000000
pop,BRA,1990,149.00322300000000000
rgdpe,BRA,2000,1640023.87500000000000000
pop,BRA,2000,174.79034000000000000
rgdpe,BRA,2010,2917003.50000000000000000
pop,BRA,2010,195.71363500000000000
rgdpe,BRA,2017,2970570.75000000000000000
pop,BRA,2017,207.83382300000000000
rgdpe,BRB,1960,2155.04980468750000000
pop,BRB,1960,0.23247523101530600
rgdpe,BRB,1970,3608.21118164063000000
pop,BRB,1970,0.23889600000000000
rgdpe,BRB,1980,3500.83178710938000000
pop,BRB,1980,0.25239400000000000
rgdpe,BRB,1990,4099.85156250000000000
pop,BRB,1990,0.26093600000000000
rgdpe,BRB,2000,6460.97558593750000000
pop,BRB,2000,0.27151500000000000
rgdpe,BRB,2010,5363.69580078125000000
pop,BRB,2010,0.28213100000000000
rgdpe,BRB,2017,4775.56445312500000000
pop,BRB,2017,0.28623200000000000
rgdpe,BRN,1970,12965.43066406250000000
pop,BRN,1970,0.12952900000000000
rgdpe,BRN,1980,34338.03515625000000000
pop,BRN,1980,0.19387900000000000
rgdpe,BRN,1990,15308.87402343750000000
pop,BRN,1990,0.25872100000000000
rgdpe,BRN,2000,18982.29492187500000000
pop,BRN,2000,0.33316500000000000
rgdpe,BRN,2010,30170.42968750000000000
pop,BRN,2010,0.38864600000000000
rgdpe,BRN,2017,26993.11523437500000000
pop,BRN,2017,0.42447300000000000
rgdpe,BTN,1970,489.37158203125000000
pop,BTN,1970,0.29731600000000000
rgdpe,BTN,1980,715.04882812500000000
pop,BTN,1980,0.40687500000000000
rgdpe,BTN,1990,1478.15820312500000000
pop,BTN,1990,0.53080400000000000
rgdpe,BTN,2000,2625.35034179688000000
pop,BTN,2000,0.59102100000000000
rgdpe,BTN,2010,5388.11523437500000000
pop,BTN,2010,0.68550300000000000
rgdpe,BTN,2017,7871.88232421875000000
pop,BTN,2017,0.74556300000000000
rgdpe,BWA,1960,277.33236694335900000
pop,BWA,1960,0.53387577896135100
rgdpe,BWA,1970,602.61999511718800000
pop,BWA,1970,0.62771500000000000
rgdpe,BWA,1980,2451.93359375000000000
pop,BWA,1980,0.89786800000000000
rgdpe,BWA,1990,9494.90820312500000000
pop,BWA,1990,1.28675600000000000
rgdpe,BWA,2000,19439.57226562500000000
pop,BWA,2000,1.64333400000000000
rgdpe,BWA,2010,29094.20312500000000000
pop,BWA,2010,1.98710500000000000
rgdpe,BWA,2017,36955.80468750000000000
pop,BWA,2017,2.20508000000000000
rgdpe,CAF,1960,2140.36743164063000000
pop,CAF,1960,1.44502848508517000
rgdpe,CAF,1970,2778.33349609375000000
pop,CAF,1970,1.81114400000000000
rgdpe,CAF,1980,2494.21166992188000000
pop,CAF,1980,2.19935600000000000
rgdpe,CAF,1990,3352.39135742188000000
pop,CAF,1990,2.80673400000000000
rgdpe,CAF,2000,3787.62890625000000000
pop,CAF,2000,3.64042700000000000
rgdpe,CAF,2010,4817.97509765625000000
pop,CAF,2010,4.38676800000000000
rgdpe,CAF,2017,4198.60205078125000000
pop,CAF,2017,4.59602300000000000
rgdpe,CAN,1950,170756.31250000000000000
pop,CAN,1950,13.76942017264740000
rgdpe,CAN,1960,268921.78125000000000000
pop,CAN,1960,17.95126631987650000
rgdpe,CAN,1970,437890.15625000000000000
pop,CAN,1970,21.37432600000000000
rgdpe,CAN,1980,676189.87500000000000000
pop,CAN,1980,24.41688600000000000
rgdpe,CAN,1990,915724.68750000000000000
pop,CAN,1990,27.54131900000000000
rgdpe,CAN,2000,1276875.50000000000000000
pop,CAN,2000,30.58838300000000000
rgdpe,CAN,2010,1483011.50000000000000000
pop,CAN,2010,34.14756400000000000
rgdpe,CAN,2017,1771272.75000000000000000
pop,CAN,2017,36.73209500000000000
rgdpe,CHE,1950,72705.75000000000000000
pop,CHE,1950,4.60700445872875000
rgdpe,CHE,1960,118564.39062500000000000
pop,CHE,1960,5.26262443109821000
rgdpe,CHE,1970,192049.42187500000000000
pop,CHE,1970,6.15085200000000000
rgdpe,CHE,1980,219901.70312500000000000
pop,CHE,1980,6.28383200000000000
rgdpe,CHE,1990,283661.96875000000000000
pop,CHE,1990,6.65286800000000000
rgdpe,CHE,2000,345696.28125000000000000
pop,CHE,2000,7.14376100000000000
rgdpe,CHE,2010,473344.78125000000000000
pop,CHE,2010,7.80867500000000000
rgdpe,CHE,2017,592403.50000000000000000
pop,CHE,2017,8.45580400000000000
rgdpe,CHL,1960,43303.43750000000000000
pop,CHL,1960,7.92101485306218000
rgdpe,CHL,1970,74236.41406250000000000
pop,CHL,1970,9.78313400000000000
rgdpe,CHL,1980,87200.96093750000000000
pop,CHL,1980,11.41934800000000000
rgdpe,CHL,1990,109067.28906250000000000
pop,CHL,1990,13.27462300000000000
rgdpe,CHL,2000,182717.67187500000000000
pop,CHL,2000,15.34235300000000000
rgdpe,CHL,2010,352789.59375000000000000
pop,CHL,2010,17.06253600000000000
rgdpe,CHL,2017,428811.65625000000000000
pop,CHL,2017,18.47043900000000000
rgdpe,CHN,1960,653809.87500000000000000
pop,CHN,1960,656.36935168172000000
rgdpe,CHN,1970,1076008.50000000000000000
pop,CHN,1970,827.60139400000000000
rgdpe,CHN,1980,1680611.62500000000000000
pop,CHN,1980,1000.08923500000000000
rgdpe,CHN,1990,2916157.25000000000000000
pop,CHN,1990,1176.88367400000000000
rgdpe,CHN,2000,5514430.00000000000000000
pop,CHN,2000,1290.55076500000000000
rgdpe,CHN,2010,13861263.00000000000000000
pop,CHN,2010,1368.81061500000000000
rgdpe,CHN,2017,19501140.00000000000000000
pop,CHN,2017,1421.02179100000000000
rgdpe,CIV,1960,6640.98486328125000000
pop,CIV,1960,3.27035820620511000
rgdpe,CIV,1970,15497.31835937500000000
pop,CIV,1970,5.10206400000000000
rgdpe,CIV,1980,21591.18164062500000000
pop,CIV,1980,8.03365000000000000
rgdpe,CIV,1990,30256.62890625000000000
pop,CIV,1990,11.92487700000000000
rgdpe,CIV,2000,39956.20703125000000000
pop,CIV,2000,16.45466800000000000
rgdpe,CIV,2010,59517.00781250000000000
pop,CIV,2010,20.53295000000000000
rgdpe,CIV,2017,113877.35937500000000000
pop,CIV,2017,24.43747000000000000
rgdpe,CMR,1960,8495.50878906250000000
pop,CMR,1960,5.43618698766072000
rgdpe,CMR,1970,11288.48046875000000000
pop,CMR,1970,6.51976200000000000
rgdpe,CMR,1980,21412.50781250000000000
pop,CMR,1980,8.62140600000000000
rgdpe,CMR,1990,30730.37304687500000000
pop,CMR,1990,11.78008800000000000
rgdpe,CMR,2000,42374.98046875000000000
pop,CMR,2000,15.51394500000000000
rgdpe,CMR,2010,59038.92968750000000000
pop,CMR,2010,20.34124100000000000
rgdpe,CMR,2017,85510.17968750000000000
pop,CMR,2017,24.56607300000000000
rgdpe,COD,1950,25957.34375000000000000
pop,COD,1950,12.46616547957110000
rgdpe,COD,1960,42627.94531250000000000
pop,COD,1960,15.26071507275640000
rgdpe,COD,1970,58993.56640625000000000
pop,COD,1970,20.01103600000000000
rgdpe,COD,1980,58491.29687500000000000
pop,COD,1980,26.35890800000000000
rgdpe,COD,1990,52290.13281250000000000
pop,COD,1990,34.61202300000000000
rgdpe,COD,2000,26065.49414062500000000
pop,COD,2000,47.10582600000000000
rgdpe,COD,2010,46459.37500000000000000
pop,COD,2010,64.56385400000000000
rgdpe,COD,2017,83190.10937500000000000
pop,COD,2017,81.39876400000000000
rgdpe,COG,1960,1107.07922363281000000
pop,COG,1960,1.04512283372863000
rgdpe,COG,1970,2001.58703613281000000
pop,COG,1970,1.32688500000000000
rgdpe,COG,1980,4206.21337890625000000
pop,COG,1980,1.77793400000000000
rgdpe,COG,1990,5861.41308593750000000
pop,COG,1990,2.35673700000000000
rgdpe,COG,2000,8267.04785156250000000
pop,COG,2000,3.12741100000000000
rgdpe,COG,2010,21556.44921875000000000
pop,COG,2010,4.27373100000000000
rgdpe,COG,2017,21788.55078125000000000
pop,COG,2017,5.11069500000000000
rgdpe,COL,1950,40330.34375000000000000
pop,COL,1950,11.61892313893300000
rgdpe,COL,1960,60174.77734375000000000
pop,COL,1960,15.99025077703910000
rgdpe,COL,1970,101762.36718750000000000
pop,COL,1970,21.48006500000000000
rgdpe,COL,1980,206952.79687500000000000
pop,COL,1980,26.90050600000000000
rgdpe,COL,1990,251152.87500000000000000
pop,COL,1990,33.10257500000000000
rgdpe,COL,2000,306348.75000000000000000
pop,COL,2000,39.62996800000000000
rgdpe,COL,2010,524873.75000000000000000
pop,COL,2010,45.22270000000000000
rgdpe,COL,2017,650044.00000000000000000
pop,COL,2017,48.90983900000000000
rgdpe,COM,1960,316.36184692382800000
pop,COM,1960,0.17810070197128200
rgdpe,COM,1970,656.52301025390600000
pop,COM,1970,0.23005400000000000
rgdpe,COM,1980,1046.57629394531000000
pop,COM,1980,0.30782900000000000
rgdpe,COM,1990,1545.77758789063000000
pop,COM,1990,0.41159400000000000
rgdpe,COM,2000,1535.41296386719000000
pop,COM,2000,0.54235700000000000
rgdpe,COM,2010,1705.03759765625000000
pop,COM,2010,0.68969200000000000
rgdpe,COM,2017,2503.08471679688000000
pop,COM,2017,0.81389200000000000
rgdpe,CPV,1960,217.69911193847700000
pop,CPV,1960,0.19659236899689100
rgdpe,CPV,1970,411.63998413085900000
pop,CPV,1970,0.26862700000000000
rgdpe,CPV,1980,447.52526855468800000
pop,CPV,1980,0.28384700000000000
rgdpe,CPV,1990,752.55810546875000000
pop,CPV,1990,0.33795000000000000
rgdpe,CPV,2000,1587.47399902344000000
pop,CPV,2000,0.42818800000000000
rgdpe,CPV,2010,3139.31591796875000000
pop,CPV,2010,0.49265400000000000
rgdpe,CPV,2017,3548.96948242188000000
pop,CPV,2017,0.53749800000000000
rgdpe,CRI,1950,3248.86718750000000000
pop,CRI,1950,0.92286724362841500
rgdpe,CRI,1960,6800.24804687500000000
pop,CRI,1960,1.32846888261801000
rgdpe,CRI,1970,11943.80371093750000000
pop,CRI,1970,1.84739400000000000
rgdpe,CRI,1980,20118.00000000000000000
pop,CRI,1980,2.38997700000000000
rgdpe,CRI,1990,24934.06640625000000000
pop,CRI,1990,3.11943300000000000
rgdpe,CRI,2000,41795.81250000000000000
pop,CRI,2000,3.96237200000000000
rgdpe,CRI,2010,64776.23437500000000000
pop,CRI,2010,4.57737800000000000
rgdpe,CRI,2017,93173.29687500000000000
pop,CRI,2017,4.94995400000000000
rgdpe,CUW,2010,4159.12597656250000000
pop,CUW,2010,0.14919200000000000
rgdpe,CUW,2017,3891.57910156250000000
pop,CUW,2017,0.16199700000000000
rgdpe,CYM,1970,317.38461303710900000
pop,CYM,1970,0.00914400000000000
rgdpe,CYM,1980,784.50634765625000000
pop,CYM,1980,0.01621200000000000
rgdpe,CYM,1990,1971.14648437500000000
pop,CYM,1990,0.02531200000000000
rgdpe,CYM,2000,3568.49633789063000000
pop,CYM,2000,0.04230300000000000
rgdpe,CYM,2010,3888.09619140625000000
pop,CYM,2010,0.05667200000000000
rgdpe,CYM,2017,4119.62500000000000000
pop,CYM,2017,0.06338200000000000
rgdpe,CYP,1950,1449.06079101563000000
pop,CYP,1950,0.49321067877441400
rgdpe,CYP,1960,2290.31396484375000000
pop,CYP,1960,0.57208447917847600
rgdpe,CYP,1970,4764.43652343750000000
pop,CYP,1970,0.61361800000000000
rgdpe,CYP,1980,6755.24853515625000000
pop,CYP,1980,0.50860000000000000
rgdpe,CYP,1990,12912.25781250000000000
pop,CYP,1990,0.57940000000000000
rgdpe,CYP,2000,19743.37500000000000000
pop,CYP,2000,0.69360000000000000
rgdpe,CYP,2010,31168.36914062500000000
pop,CYP,2010,0.82944600000000000
rgdpe,CYP,2017,32195.43750000000000000
pop,CYP,2017,0.85480200000000000
rgdpe,CZE,1990,251818.84375000000000000
pop,CZE,1990,10.34087500000000000
rgdpe,CZE,2000,228818.50000000000000000
pop,CZE,2000,10.28937300000000000
rgdpe,CZE,2010,330243.21875000000000000
pop,CZE,2010,10.53651800000000000
rgdpe,CZE,2017,412431.06250000000000000
pop,CZE,2017,10.64103400000000000
rgdpe,DEU,1950,352269.15625000000000000
pop,DEU,1950,68.73409731172200000
rgdpe,DEU,1960,815103.00000000000000000
pop,DEU,1960,73.19634514673330000
rgdpe,DEU,1970,1271643.25000000000000000
pop,DEU,1970,78.57838500000000000
rgdpe,DEU,1980,1736296.87500000000000000
pop,DEU,1980,78.28310000000000000
rgdpe,DEU,1990,2204488.50000000000000000
pop,DEU,1990,79.05398400000000000
rgdpe,DEU,2000,3030253.00000000000000000
pop,DEU,2000,81.40088200000000000
rgdpe,DEU,2010,3531823.75000000000000000
pop,DEU,2010,80.82700200000000000
rgdpe,DEU,2017,4237502.50000000000000000
pop,DEU,2017,82.65840900000000000
rgdpe,DJI,1970,1181.09106445313000000
pop,DJI,1970,0.15965900000000000
rgdpe,DJI,1980,1397.97351074219000000
pop,DJI,1980,0.35896000000000000
rgdpe,DJI,1990,1402.55310058594000000
pop,DJI,1990,0.59039800000000000
rgdpe,DJI,2000,1789.04760742188000000
pop,DJI,2000,0.71758400000000000
rgdpe,DJI,2010,2345.06835937500000000
pop,DJI,2010,0.84019800000000000
rgdpe,DJI,2017,4561.28564453125000000
pop,DJI,2017,0.94409900000000000
rgdpe,DMA,1970,266.91323852539100000
pop,DMA,1970,0.07107300000000000
rgdpe,DMA,1980,358.31634521484400000
pop,DMA,1980,0.07531400000000000
rgdpe,DMA,1990,575.30334472656300000
pop,DMA,1990,0.07041900000000000
rgdpe,DMA,2000,617.65136718750000000
pop,DMA,2000,0.06965000000000000
rgdpe,DMA,2010,761.14251708984400000
pop,DMA,2010,0.07087800000000000
rgdpe,DMA,2017,798.06561279296900000
pop,DMA,2017,0.07145800000000000
rgdpe,DNK,1950,44938.03515625000000000
pop,DNK,1950,4.27315224601714000
rgdpe,DNK,1960,63426.10156250000000000
pop,DNK,1960,4.58330841088467000
rgdpe,DNK,1970,104721.95312500000000000
pop,DNK,1970,4.93124100000000000
rgdpe,DNK,1980,128332.98437500000000000
pop,DNK,1980,5.12394500000000000
rgdpe,DNK,1990,144018.20312500000000000
pop,DNK,1990,5.14111500000000000
rgdpe,DNK,2000,203091.51562500000000000
pop,DNK,2000,5.34119400000000000
rgdpe,DNK,2010,260929.96875000000000000
pop,DNK,2010,5.55484400000000000
rgdpe,DNK,2017,308119.15625000000000000
pop,DNK,2017,5.73227400000000000
rgdpe,DOM,1960,8471.03222656250000000
pop,DOM,1960,3.28772267734706000
rgdpe,DOM,1970,14659.90429687500000000
pop,DOM,1970,4.49972000000000000
rgdpe,DOM,1980,28605.69335937500000000
pop,DOM,1980,5.80392700000000000
rgdpe,DOM,1990,35340.87500000000000000
pop,DOM,1990,7.13349400000000000
rgdpe,DOM,2000,72115.39062500000000000
pop,DOM,2000,8.47132100000000000
